topic_no,title_x,title_y,articleType_x,articleType_y,score
803,The middle class is shrinking just about everywhere in America,Morning Bits,Wonkblog,Right Turn,2
803,The middle class is shrinking just about everywhere in America,"How median incomes have changed in the richest and poorest states, in 8 charts",Wonkblog,GovBeat,4
803,The middle class is shrinking just about everywhere in America,"Obama, Romney tax plans for ultra-rich offer window on disparate economic views",Wonkblog,Business,2
803,The middle class is shrinking just about everywhere in America,The State of the Union’s middle class promise,Wonkblog,Business,2
803,The middle class is shrinking just about everywhere in America,Romney defends his millions,Wonkblog,Politics,2
803,The middle class is shrinking just about everywhere in America,"2014 Chevrolet Malibu: From Detroit, a little R-E-S-P-E-C-T for the middle class",Wonkblog,Cars,2
803,The middle class is shrinking just about everywhere in America,Democrats now pushing for tax cuts they once opposed,Wonkblog,Fiscal Cliff,2
803,The middle class is shrinking just about everywhere in America,Biden’s partisan view of the nation’s economic disparity,Wonkblog,Fact Checker,2
803,The middle class is shrinking just about everywhere in America,The argument that most workers are better off without unions,Wonkblog,Storyline,2
803,The middle class is shrinking just about everywhere in America,L.A. is considering one of the highest minimum wages — $15.37 for some,Wonkblog,GovBeat,2
803,The middle class is shrinking just about everywhere in America,Middle class would face higher taxes under Republican plan,Wonkblog,,2
803,The middle class is shrinking just about everywhere in America,Whites earn more than three-fourths of the nation’s income,Wonkblog,Local,2
803,The middle class is shrinking just about everywhere in America,Obama in Warrensburg: A pep rally for the middle class?,Wonkblog,She The People,2
803,The middle class is shrinking just about everywhere in America,"Virginia’s median household income takes hit, census data indicate",Wonkblog,Local,2
803,The middle class is shrinking just about everywhere in America,What we know about how poor neighborhoods become wealthier,Wonkblog,Wonkblog,2
803,The middle class is shrinking just about everywhere in America,How Christie gets to the top tier,Wonkblog,Opinion,2
803,The middle class is shrinking just about everywhere in America,Obama’s push to revive middle class will clash with long-term trends,Wonkblog,Business,4
803,The middle class is shrinking just about everywhere in America,FULL TRANSCRIPT: Obama’s 2014 State of the Union address,Wonkblog,Politics,2
803,The middle class is shrinking just about everywhere in America,More headaches for Hillary Clinton,Wonkblog,Right Turn,2
803,The middle class is shrinking just about everywhere in America,The people designing your cities don’t care what you want. They’re planning for hipsters.,Wonkblog,PostEverything,2
803,The middle class is shrinking just about everywhere in America,How to tell if a politician is serious about helping the middle class,Wonkblog,Storyline,2
803,The middle class is shrinking just about everywhere in America,"Check your privilege, upper middle class",Wonkblog,In Theory,2
803,The middle class is shrinking just about everywhere in America,China paper says rise of ‘racist’ Trump shows democracy is scary,Wonkblog,WorldViews,2
803,The middle class is shrinking just about everywhere in America,"Outlook grim for middle-income workers, report says",Wonkblog,Business,4
803,The middle class is shrinking just about everywhere in America,"As economy recovers, the richest get richer, study shows",Wonkblog,Business,4
803,The middle class is shrinking just about everywhere in America,"Household incomes stabilize, but still below 2000 levels",Wonkblog,GovBeat,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Inside Tumblr’s teen suicide epidemic,Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Why a bullied student, a parent and a school official opened their lives to filmmaker",Morning Mix,Entertainment,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",‘It has brought us to our knees’: Small Okla. town reeling from suicide ‘epidemic’,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Charges dropped against two girls, 12 and 14, in Florida bullying case",Morning Mix,National,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Teen suicide: Adults need to listen to kids, and it’s time to talk about the issue",Morning Mix,Local,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",The tragic suicide of a teenager harassed for an amateur porn video,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Does Monica Lewinsky’s ordeal really compare with the suicide of a bullied gay teen?,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Kids can have depression, too, even toddlers. Here’s how to tell.",Morning Mix,Answer Sheet,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Seeking privacy, teens turn to anonymous-messaging apps",Morning Mix,Technology,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",A scientific look at the damage parents do when they bully their gay kids,Morning Mix,PostEverything,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",‘It’s now or never’: Texts reveal teen’s efforts to pressure boyfriend into suicide,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Feminists at Mary Washington say they were threatened on Yik Yak,Morning Mix,Local,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Rash of suicides sparks widespread training effort for teachers,Morning Mix,Education,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",2 Fla. girls arrested in bullied girl’s suicide,Morning Mix,National,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Police officer charged in fatal shooting of man seeking help,Morning Mix,Politics,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",The tragic suicide of a teenager harassed for an amateur porn video,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",The tragic suicide of a teenager harassed for an amateur porn video,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",‘Get back in’: Teen charged with pressuring boyfriend to commit suicide,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",16 percent of teens consider suicide before graduation. This quest is for them.,Morning Mix,The Switch,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Cyberbullying charges weighed after suicide of Florida girl, 12",Morning Mix,National,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Father of alleged Snapchat bullies loses his job,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Why I’m teaching my 6-year-old to meditate,Morning Mix,On Parenting,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",White House condemns therapy to ‘cure’ gay youth,Morning Mix,Post Nation,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Leelah Alcorn’s death was tragic, but harassing her parents is not the answer",Morning Mix,The Intersect,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Second Virginia Tech student charged in the death of Blacksburg 13-year-old,Morning Mix,Local,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Teens choosing death in Russia,Morning Mix,Europe,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",CDC investigates why so many high school students in wealthy Palo Alto have committed suicide,Morning Mix,blog,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","After six Woodson High suicides, a search for solace and answers",Morning Mix,Local,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Charging girls for bullying classmate who killed herself called ‘uncharted territory’,Morning Mix,Technology,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Transgender teen who died of an apparent suicide: ‘Fix society. Please.’,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Md. attorney general candidates debate at University of Maryland College Park,Morning Mix,Maryland Politics,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Bullies allegedly tormented a 9-year-old boy. Relatives say it may have driven the child to suicide.,Morning Mix,Education,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",‘I will not be a victim’: 16-year-old turns tormenting video into an anti-bullying rallying cry,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Jack Danforth’s eulogy for Missouri’s late auditor is a powerful call to repair politics,Morning Mix,GovBeat,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Maryland bill would require extra training for school counselors,Morning Mix,Maryland Politics,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",‘Killed myself. Sorry.’: Transgender game developer jumps off bridge after online abuse,Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","After suicide, gay teen’s eye donation rejected",Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Inside the battle for Ask.fm, the site where Islamic State recruited three American teens",Morning Mix,The Intersect,8
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Why all that time texting is good for your kids. A Q&A with author Danah Boyd.,Morning Mix,Wonkblog,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","O’Malley signs death penalty repeal, medical marijuana bill and other measures",Morning Mix,Maryland Politics,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",People thought Adam Lanza posted about Newtown on 4Chan. The official report debunks that.,Morning Mix,The Switch,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",This secret texting app is raising new fears of cyberbullying,Morning Mix,WorldViews,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Viral images led to suicides of teenagers in Halifax, Saratoga, families say",Morning Mix,Politics,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",An 11-year-old boy killed himself after his girlfriend faked her death. She’s now facing charges.,Morning Mix,Education,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Poll shows two candidates for Md. attorney general are locked in a tight battle,Morning Mix,Maryland Politics,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Maryville waits for justice while many rape victims suffer in silence,Morning Mix,She The People,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","At Woodson high, suicide numbers too high to ignore",Morning Mix,Education,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Brian Frosh wins Md.’s Democratic attorney general nomination,Morning Mix,Maryland Politics,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Maryland gun-control bill heads to governor,Morning Mix,Maryland Politics,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Prince George’s outlines new disciplinary policy in student handbook,Morning Mix,Education,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","‘I could have lost my life, too,’ says driver hit by ‘shamed’ girl who jumped from bridge",Morning Mix,Morning Mix,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","‘Sextortion,’ growing online problem worldwide, victimizes two George Mason students",Morning Mix,True Crime,8
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Family struggles to explain girl’s death, among 3 teen suicides in Fairfax since Sept.",Morning Mix,Education,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Maryland’s new laws at a glance,Morning Mix,Maryland Politics,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Woodgrove High students organize walk to raise awareness of teen suicide,Morning Mix,Local,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Think before you sext,Morning Mix,The Intersect,4
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?",Facebook’s ‘teen dating’ groups are every parent’s nightmare come to life,Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","Absolutely everything you need to know to understand 4chan, the Internet’s own bogeyman",Morning Mix,The Intersect,2
812,"After years of alleged bullying, an Ohio teen killed herself. Is her school district responsible?","How to talk to your teen about depression, suicide",Morning Mix,On Parenting,2
690,Do the benefits of a college education outweigh the cost?,New data tells what a Virginia college degree is worth,She The People,,4
690,Do the benefits of a college education outweigh the cost?,What you need to know about Obama’s latest student loan plan before enrolling,She The People,Grade Point,2
690,Do the benefits of a college education outweigh the cost?,"The Tuition Is Too Damn High, Part VIII: Is this all rich kids’ fault?",She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,Going to college is worth it – even if you drop out,She The People,Wonkblog,4
690,Do the benefits of a college education outweigh the cost?,Don’t listen to those scary tales of student-loan woe,She The People,Opinions,4
690,Do the benefits of a college education outweigh the cost?,Obama extends caps on student loan payments to about 5 million people,She The People,Politics,2
690,Do the benefits of a college education outweigh the cost?,Everything you need to know about Obama’s higher ed plan,She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,College 101: How to pay for it,She The People,She The People,4
690,Do the benefits of a college education outweigh the cost?,"There’s a way to dramatically lower student debt payments, but hardly anyone uses it",She The People,Get There,2
690,Do the benefits of a college education outweigh the cost?,Is the $1 trillion student loan debt really a crisis?,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Minorities and poor college students are shouldering the most student debt,She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,College dropouts have debt but no degree,She The People,Business,4
690,Do the benefits of a college education outweigh the cost?,Transcript: Obama’s remarks on college affordability plan,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Catherine Rampell: Higher education went from being a public good to a private one,She The People,Opinions,2
690,Do the benefits of a college education outweigh the cost?,Want college to pay off? These are the 50 majors with the highest earnings.,She The People,Grade Point,4
690,Do the benefits of a college education outweigh the cost?,Angry about inequality? Don’t blame the rich.,She The People,Opinions,2
690,Do the benefits of a college education outweigh the cost?,How Washington College President Sheila Bair plans to tackle college affordability,She The People,Analysis,2
690,Do the benefits of a college education outweigh the cost?,Everything you need to know about Obama’s higher ed plan,She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,How Georgetown Law gets Uncle Sam to pay its students’ bills,She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,CFPB lays out options for repayment of private student loans,She The People,Business,4
690,Do the benefits of a college education outweigh the cost?,College net price is rising,She The People,Education,4
690,Do the benefits of a college education outweigh the cost?,"Not everyone agrees on Hillary Clinton’s big, bold plan for college affordability",She The People,Analysis,2
690,Do the benefits of a college education outweigh the cost?,Comparing college costs: a primer,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Michelle Singletary: Families could use real help with the high cost of college,She The People,Business,4
690,Do the benefits of a college education outweigh the cost?,Obama to sign executive order capping student loan payments,She The People,Post Politics,2
690,Do the benefits of a college education outweigh the cost?,Five myths about college debt,She The People,Innovations,2
690,Do the benefits of a college education outweigh the cost?,Women are making smart decisions about paying for their college education,She The People,She The People,2
690,Do the benefits of a college education outweigh the cost?,Don’t believe the haters. College is a great deal — and it’s getting better.,She The People,Wonkblog,4
690,Do the benefits of a college education outweigh the cost?,"New study shows architecture, arts degrees yield highest unemployment",She The People,Business,4
690,Do the benefits of a college education outweigh the cost?,Your child got into a few colleges. Now here’s what you need to know before making a decision.,She The People,Grade Point,2
690,Do the benefits of a college education outweigh the cost?,Why students have no idea what college actually costs,She The People,Storyline,4
690,Do the benefits of a college education outweigh the cost?,New college data give fuller picture of graduation rates — and show challenges,She The People,Education,2
690,Do the benefits of a college education outweigh the cost?,Online comparision-shopping tool makes costs of college clearer,She The People,,4
690,Do the benefits of a college education outweigh the cost?,Trump and DeVos plan to reshape higher education finance. Here’s what it might mean for you.,She The People,Grade Point,2
690,Do the benefits of a college education outweigh the cost?,"The Tuition is Too Damn High, Part II: Why college is still worth it",She The People,Wonkblog,4
690,Do the benefits of a college education outweigh the cost?,Student loan repayment gets even more complicated and confusing,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,"Grad school, a leg up — in debt",She The People,Business,2
690,Do the benefits of a college education outweigh the cost?,"Obama plans to tackle college costs, but options for controlling tuition are limited",She The People,Education,2
690,Do the benefits of a college education outweigh the cost?,What to do when you haven’t saved much for your kid’s college education,She The People,Get There,2
690,Do the benefits of a college education outweigh the cost?,How to make extra student loan payments,She The People,Business,2
690,Do the benefits of a college education outweigh the cost?,Complaints may presage student loan crisis,She The People,Business,2
690,Do the benefits of a college education outweigh the cost?,The value of a college degree vs. the debt it takes to earn it,She The People,Answer Sheet,8
690,Do the benefits of a college education outweigh the cost?,"The ‘right’ college major can mean big bucks, according to Census data",She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Student debt forgiveness could narrow the racial wealth gap,She The People,Grade Point,2
690,Do the benefits of a college education outweigh the cost?,The value of a college degree vs. the debt it takes to earn it,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Median starting wages for recent graduates of Virginia colleges and universities,She The People,Education,2
690,Do the benefits of a college education outweigh the cost?,House budget targets student-loan repayment perk for federal workers,She The People,Federal Insider,2
690,Do the benefits of a college education outweigh the cost?,The bottom line when picking a university: ‘No debt for our daughter or for us’,She The People,Business,2
690,Do the benefits of a college education outweigh the cost?,College is still a great investment. But it’s getting worse.,She The People,Wonkblog,2
690,Do the benefits of a college education outweigh the cost?,Duke’s student porn star brings attention to escalating college costs,She The People,She The People,2
690,Do the benefits of a college education outweigh the cost?,Who needs college?,She The People,Letters to the Editor,2
690,Do the benefits of a college education outweigh the cost?,"The Tuition is Too Damn High, Part II: Why college is still worth it",She The People,Wonkblog,4
690,Do the benefits of a college education outweigh the cost?,"$100K college grants, kids’ fields at RFK Stadium, victims’ rights among new D.C. bills",She The People,D.C. Politics,2
690,Do the benefits of a college education outweigh the cost?,Back to school — by the numbers,She The People,Answer Sheet,2
690,Do the benefits of a college education outweigh the cost?,Sallie Mae rolls out parent loans to pay for college,She The People,Grade Point,2
690,Do the benefits of a college education outweigh the cost?,Maybe college isn’t for everyone. But it’s probably for you.,She The People,Wonkblog,4
690,Do the benefits of a college education outweigh the cost?,"College costs rising faster than financial aid, report says",She The People,Grade Point,4
814,"For many moms, the end of China’s one-child rule came too late","In China, growth policy compounds the toll on parents who lose a child",Asia & Pacific,Asia & Pacific,2
814,"For many moms, the end of China’s one-child rule came too late",China lifts one-child policy amid worries over graying population,Asia & Pacific,Asia & Pacific,4
814,"For many moms, the end of China’s one-child rule came too late",Chinese parents can now have more than one child. Why many say they won’t.,Asia & Pacific,Opinions,2
814,"For many moms, the end of China’s one-child rule came too late",Why China is ending its one-child policy,Asia & Pacific,Wonkblog,4
814,"For many moms, the end of China’s one-child rule came too late",In case you missed it,Asia & Pacific,National,2
814,"For many moms, the end of China’s one-child rule came too late",A taboo left unexplored in ‘one-child’ policy reporting,Asia & Pacific,Letters to the Editor,2
814,"For many moms, the end of China’s one-child rule came too late",Horrors of one-child policy leave deep scars in Chinese society,Asia & Pacific,Asia & Pacific,4
814,"For many moms, the end of China’s one-child rule came too late",China’s lifting of its one-child policy can’t undo the damage already done,Asia & Pacific,The Post's View,8
814,"For many moms, the end of China’s one-child rule came too late","Why China’s one-child policy still leads to forced abortions, and always will",Asia & Pacific,WorldViews,4
814,"For many moms, the end of China’s one-child rule came too late",China’s rules for when families can and can’t have more than one child,Asia & Pacific,WorldViews,4
814,"For many moms, the end of China’s one-child rule came too late","Despite real progress, Chinese women may be losing ground",Asia & Pacific,Asia & Pacific,4
814,"For many moms, the end of China’s one-child rule came too late",The security risks of China’s abnormal demographics,Asia & Pacific,Monkey Cage,4
814,"For many moms, the end of China’s one-child rule came too late","‘The Dark Road,’ by Ma Jian",Asia & Pacific,Books,2
814,"For many moms, the end of China’s one-child rule came too late",Why critics are not satisfied with the end of China’s one-child policy,Asia & Pacific,WorldViews,4
814,"For many moms, the end of China’s one-child rule came too late",China’s courage in addressing overpopulation is courageous,Asia & Pacific,Letters to the Editor,2
814,"For many moms, the end of China’s one-child rule came too late",Why many families in China won’t want more than one kid even if they can have them,Asia & Pacific,Wonkblog,4
814,"For many moms, the end of China’s one-child rule came too late","World Digest: Dec. 28, 2013",Asia & Pacific,World,2
814,"For many moms, the end of China’s one-child rule came too late",The human suffering caused by China’s one-child policy,Asia & Pacific,WorldViews,8
814,"For many moms, the end of China’s one-child rule came too late",What if the U.S. had adopted a one-child policy at the same time as China?,Asia & Pacific,The Fix,2
814,"For many moms, the end of China’s one-child rule came too late","Six questions on China’s one-child policy, answered",Asia & Pacific,Asia & Pacific,2
814,"For many moms, the end of China’s one-child rule came too late","Why China’s one-child policy still leads to forced abortions, and always will",Asia & Pacific,WorldViews,4
814,"For many moms, the end of China’s one-child rule came too late",Why critics are not satisfied with the end of China’s one-child policy,Asia & Pacific,WorldViews,2
814,"For many moms, the end of China’s one-child rule came too late",New Year’s dilemma for China’s one-child generation,Asia & Pacific,Asia & Pacific,2
814,"For many moms, the end of China’s one-child rule came too late",Trump administration to eliminate its funding for U.N. Population Fund over abortion,Asia & Pacific,National Security,2
814,"For many moms, the end of China’s one-child rule came too late",One chart captures why China’s letting families have more kids,Asia & Pacific,Wonkblog,2
814,"For many moms, the end of China’s one-child rule came too late",The loneliness of China’s one-child rule,Asia & Pacific,Letters to the Editor,2
814,"For many moms, the end of China’s one-child rule came too late",China should abolish its one-child policy altogether,Asia & Pacific,The Post's View,2
814,"For many moms, the end of China’s one-child rule came too late",Chinese families still at mercy of officials despite easing of one-child policy,Asia & Pacific,Asia & Pacific,4
814,"For many moms, the end of China’s one-child rule came too late",IMF: The era of cheap labor in China may be ending,Asia & Pacific,Wonkblog,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","Widening superbug outbreak raises questions for FDA, manufacturers",Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Here’s why they call strep ‘an occupational disease of schoolchildren’,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",NIH superbug claims 7th victim,Morning Mix,Health & Science,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Hospital study: Some doctors prescribe three times as many antibiotics as other doctors,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Superbugs could eventually kill more people than cancer,Morning Mix,Wonkblog,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","Quadruple amputee undergoes arm transplants, thanks hospital and donor’s family",Morning Mix,To Your Health,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",You’ll never believe what doctors are using to fight gut infections: Fecal transplants,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",What we need to do about antibiotic-resistant infections,Morning Mix,To Your Health,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",What Tyson’s pledge to stop using human antibiotics in chicken means for the future of superbugs,Morning Mix,Wonkblog,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",White House announces plan to fight antibiotic-resistant bacteria,Morning Mix,To Your Health,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","Drug-resistant bacteria pose potential catastrophe, CDC warns",Morning Mix,Health & Science,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",CDC says ‘nightmare bacteria’ a growing threat,Morning Mix,Health & Science,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Obama directs federal agencies to ramp up efforts to deal with antibiotic resistance,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",The scary rise of the latest superbug,Morning Mix,Wonkblog,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","One day, doctors might prescribe viruses instead of antibiotics",Morning Mix,Speaking of Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",FDA warns about medical scopes after ‘superbug’ bacteria hits UCLA hospital,Morning Mix,Morning Mix,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Doctors told to use caution when prescribing antbiotics for children,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","On superbugs, the CDC sounds an alarm",Morning Mix,The Post's View,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Tracking a superbug at the NIH,Morning Mix,The Posts View,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Woman loses sight in one eye after catching flesh-eating disease in mud run,Morning Mix,Early Lead,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",A new weapon in the battle against MRSA,Morning Mix,To Your Health,16
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Antibiotic resistance is a huge threat to human health,Morning Mix,The Post's View,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",CDC: Coordinated approach could cut projected ‘superbug’ infections in half,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",The FDA is cracking down on antibiotics on farms. Here’s what you should know.,Morning Mix,Wonkblog,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",The heat and the hazard: 9 facts about summer health,Morning Mix,Health & Science,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Have a cold? Don’t ask your doctor for antibiotics,Morning Mix,PostEverything,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","One in 25 patients has an infection acquired during hospital stay, CDC says",Morning Mix,To Your Health,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",Extra funding sought to fight antibiotic-resistant bacteria,Morning Mix,Health & Science,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",A viral Facebook post has the makings of a vacation horror story. But the city has its doubts.,Morning Mix,To Your Health,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","Antibiotic-resistant genes are widespread in nature, study finds",Morning Mix,Health & Science,4
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.",,Morning Mix,Local,2
820,"The ‘frightening’ rise of flesh-eating bacteria: Mystery, pain and amputations.","In Chesapeake Bay waters warmed by summer sun, a deadly pathogen lies in wait",Morning Mix,Health & Science,2
393,How Brittany Maynard may change the right-to-die debate,Texas woman disconnected from life support,Morning Mix,National,8
393,How Brittany Maynard may change the right-to-die debate,A terminally ill woman had one rule at her end-of-life party: No crying,Morning Mix,Inspired Life,4
393,How Brittany Maynard may change the right-to-die debate,Describe this as ‘right to die’ legislation,Morning Mix,Letters to the Editor,2
393,How Brittany Maynard may change the right-to-die debate,Euthanasia and aid in dying are not the same thing,Morning Mix,Letters to the Editor,2
393,How Brittany Maynard may change the right-to-die debate,A terminally ill woman had one rule at her end-of-life party: No crying,Morning Mix,Inspired Life,4
393,How Brittany Maynard may change the right-to-die debate,The apparent murder-suicide of a death-with-dignity advocate and his ailing wife,Morning Mix,Morning Mix,8
